# sparlectra-measurements v1
# case: sp_case60.scf.json
# generator: Sparlectra measurement generator, seed=20260960
# noise: gaussian per-type stddev (measurementStdDevs)
type,bus,from_bus,to_bus,branch_nr,link_nr,direction,value,sigma,active,id
PflowMeas,,Nordhof_20,Waldeck_20,53,,from,-1.9303091854874652,1.0,true,Pflow_branch_53_from
PflowMeas,,Nordhof_20,Waldeck_20,53,,to,3.2544565814876663,1.0,true,Pflow_branch_53_to
PflowMeas,,Waldeck_20,Steinkamp_20,54,,from,1.572583255864303,1.0,true,Pflow_branch_54_from
PflowMeas,,Waldeck_20,Steinkamp_20,54,,to,-3.380027308833953,1.0,true,Pflow_branch_54_to
PflowMeas,,Altberg_20,Lindheim_20,55,,from,3.2713425550552455,1.0,true,Pflow_branch_55_from
PflowMeas,,Altberg_20,Lindheim_20,55,,to,-1.1528545009349171,1.0,true,Pflow_branch_55_to
PflowMeas,,Lindheim_20,Birkmoor_20,56,,from,3.088502118440363,1.0,true,Pflow_branch_56_from
PflowMeas,,Lindheim_20,Birkmoor_20,56,,to,-2.3151662124730095,1.0,true,Pflow_branch_56_to
PflowMeas,,Birkmoor_20,Falkried_20,57,,from,-1.7898428453887918,1.0,true,Pflow_branch_57_from
PflowMeas,,Birkmoor_20,Falkried_20,57,,to,1.3445024222411663,1.0,true,Pflow_branch_57_to
PflowMeas,,Falkried_20,Bornwik_20,58,,from,0.9696044810677664,1.0,true,Pflow_branch_58_from
PflowMeas,,Falkried_20,Bornwik_20,58,,to,-2.218192996741712,1.0,true,Pflow_branch_58_to
PflowMeas,,Waldhof_20,Holtbrok_20,59,,from,10.772816996262264,1.0,true,Pflow_branch_59_from
PflowMeas,,Waldhof_20,Holtbrok_20,59,,to,-9.456545836091504,1.0,true,Pflow_branch_59_to
PflowMeas,,Holtbrok_20,Rossau_20,60,,from,7.003302064883953,1.0,true,Pflow_branch_60_from
PflowMeas,,Holtbrok_20,Rossau_20,60,,to,-7.394553400919678,1.0,true,Pflow_branch_60_to
PflowMeas,,Rossau_20,Sandbach_20,61,,from,5.2812265216937355,1.0,true,Pflow_branch_61_from
PflowMeas,,Rossau_20,Sandbach_20,61,,to,-6.012229367552874,1.0,true,Pflow_branch_61_to
PflowMeas,,Sandbach_20,Altfeld_20,62,,from,-1.9078248331238696,1.0,true,Pflow_branch_62_from
PflowMeas,,Sandbach_20,Altfeld_20,62,,to,0.13206601588644218,1.0,true,Pflow_branch_62_to
PflowMeas,,Altfeld_20,Neudorf_20,63,,from,1.5447837075309383,1.0,true,Pflow_branch_63_from
PflowMeas,,Altfeld_20,Neudorf_20,63,,to,-1.362108286011017,1.0,true,Pflow_branch_63_to
PflowMeas,,Holtbrok_20,Obertal_20,64,,from,0.1410910628286871,1.0,true,Pflow_branch_64_from
PflowMeas,,Holtbrok_20,Obertal_20,64,,to,1.4641438053506959,1.0,true,Pflow_branch_64_to
PflowMeas,,Obertal_20,Ostsee_20,65,,from,0.40132465126842287,1.0,true,Pflow_branch_65_from
PflowMeas,,Obertal_20,Ostsee_20,65,,to,-0.3907565628030383,1.0,true,Pflow_branch_65_to
PflowMeas,,Ostsee_20,Westhof_20,66,,from,-2.718644036682059,1.0,true,Pflow_branch_66_from
PflowMeas,,Ostsee_20,Westhof_20,66,,to,2.7593664194336385,1.0,true,Pflow_branch_66_to
PflowMeas,,Sandbach_20,Nordeck_20,67,,from,4.382995238965791,1.0,true,Pflow_branch_67_from
PflowMeas,,Sandbach_20,Nordeck_20,67,,to,-5.421903950138123,1.0,true,Pflow_branch_67_to
PflowMeas,,Nordeck_20,Waldkamp_20,68,,from,1.495337598859221,1.0,true,Pflow_branch_68_from
PflowMeas,,Nordeck_20,Waldkamp_20,68,,to,-2.3736437390430187,1.0,true,Pflow_branch_68_to
PflowMeas,,Waldkamp_20,Steinheim_20,69,,from,1.9941385976841315,1.0,true,Pflow_branch_69_from
PflowMeas,,Waldkamp_20,Steinheim_20,69,,to,-3.0703791935198246,1.0,true,Pflow_branch_69_to
PflowMeas,,Neubach_220,Neubach_110,70,,from,39.97479328325007,1.0,true,Pflow_branch_70_from
PflowMeas,,Neubach_220,Neubach_110,70,,to,-41.08658132007343,1.0,true,Pflow_branch_70_to
PflowMeas,,Westdorf_220,Westdorf_110,71,,from,53.14551973436407,1.0,true,Pflow_branch_71_from
PflowMeas,,Westdorf_220,Westdorf_110,71,,to,-53.459664394249906,1.0,true,Pflow_branch_71_to
PflowMeas,,Nordtal_220,Nordtal_110,72,,from,13.900258975751882,1.0,true,Pflow_branch_72_from
PflowMeas,,Nordtal_220,Nordtal_110,72,,to,-13.200656365848594,1.0,true,Pflow_branch_72_to
PflowMeas,,Steinhof_110,Steinhof_20,73,,from,11.533737296646876,1.0,true,Pflow_branch_73_from
PflowMeas,,Steinhof_110,Steinhof_20,73,,to,-11.091599323025,1.0,true,Pflow_branch_73_to
PflowMeas,,Waldhof_110,Waldhof_20,74,,from,8.592431646988262,1.0,true,Pflow_branch_74_from
PflowMeas,,Waldhof_110,Waldhof_20,74,,to,-8.524204680874377,1.0,true,Pflow_branch_74_to
