# sparlectra-measurements v1
# case: sp_case188.scf.json
# generator: Sparlectra measurement generator, seed=20260988
# noise: gaussian per-type stddev (measurementStdDevs)
type,bus,from_bus,to_bus,branch_nr,link_nr,direction,value,sigma,active,id
PinjMeas,Falkdorf_110,,,,,,13.742871922125504,1.0,true,Pinj_bus_104
QinjMeas,Falkdorf_110,,,,,,2.620587547234056,1.0,true,Qinj_bus_104
VmMeas,Holtsee_110,,,,,,1.0113864939984036,0.005,true,Vm_bus_105
PinjMeas,Holtsee_110,,,,,,-1.0005788331583954,1.0,true,Pinj_bus_105
QinjMeas,Holtsee_110,,,,,,-0.15529581066107734,1.0,true,Qinj_bus_105
VmMeas,Rosshof_110,,,,,,1.008065797840592,0.005,true,Vm_bus_106
PinjMeas,Rosshof_110,,,,,,-19.6706243281858,1.0,true,Pinj_bus_106
QinjMeas,Rosshof_110,,,,,,-4.586968498263825,1.0,true,Qinj_bus_106
VmMeas,Holtau_110,,,,,,1.00533114051057,0.005,true,Vm_bus_107
PinjMeas,Holtau_110,,,,,,-0.9231021280864687,1.0,true,Pinj_bus_107
QinjMeas,Holtau_110,,,,,,-0.5874492972981388,1.0,true,Qinj_bus_107
VmMeas,Sandeck_110,,,,,,0.9679569803870925,0.005,true,Vm_bus_108
PinjMeas,Sandeck_110,,,,,,-17.192783256755696,1.0,true,Pinj_bus_108
QinjMeas,Sandeck_110,,,,,,-3.9922006052330796,1.0,true,Qinj_bus_108
VmMeas,Altheim_110,,,,,,0.9974545117266245,0.005,true,Vm_bus_109
PinjMeas,Altheim_110,,,,,,-1.2878585920133363,1.0,true,Pinj_bus_109
QinjMeas,Altheim_110,,,,,,1.9380719183032615,1.0,true,Qinj_bus_109
VmMeas,Neumoor_110,,,,,,0.9927596763747941,0.005,true,Vm_bus_110
PinjMeas,Neumoor_110,,,,,,1.0855221656731482,1.0,true,Pinj_bus_110
QinjMeas,Neumoor_110,,,,,,-0.8123216005105351,1.0,true,Qinj_bus_110
VmMeas,Oberloh_110,,,,,,1.006443293064422,0.005,true,Vm_bus_111
PinjMeas,Oberloh_110,,,,,,0.24367493100320695,1.0,true,Pinj_bus_111
QinjMeas,Oberloh_110,,,,,,-1.216315960266469,1.0,true,Qinj_bus_111
VmMeas,Ostried_110,,,,,,0.9916493709954065,0.005,true,Vm_bus_112
PinjMeas,Ostried_110,,,,,,-11.719986771450882,1.0,true,Pinj_bus_112
QinjMeas,Ostried_110,,,,,,-5.029206046961625,1.0,true,Qinj_bus_112
VmMeas,Westwik_110,,,,,,0.9826787481015146,0.005,true,Vm_bus_113
PinjMeas,Westwik_110,,,,,,-0.5450413521840259,1.0,true,Pinj_bus_113
QinjMeas,Westwik_110,,,,,,-1.0112437534459544,1.0,true,Qinj_bus_113
VmMeas,Nordbrok_110,,,,,,0.9799054991924232,0.005,true,Vm_bus_114
PinjMeas,Nordbrok_110,,,,,,-0.6669015121547089,1.0,true,Pinj_bus_114
QinjMeas,Nordbrok_110,,,,,,-0.9437464257030443,1.0,true,Qinj_bus_114
VmMeas,Waldau_110,,,,,,0.9657396762096968,0.005,true,Vm_bus_115
PinjMeas,Waldau_110,,,,,,-10.933811186954454,1.0,true,Pinj_bus_115
QinjMeas,Waldau_110,,,,,,-2.6100451253235497,1.0,true,Qinj_bus_115
VmMeas,Steinbach_110,,,,,,0.9752091146612947,0.005,true,Vm_bus_116
PinjMeas,Steinbach_110,,,,,,1.0001094627242817,1.0,true,Pinj_bus_116
QinjMeas,Steinbach_110,,,,,,1.6387285175373811,1.0,true,Qinj_bus_116
VmMeas,Lindberg_110,,,,,,0.9838022342984408,0.005,true,Vm_bus_117
PinjMeas,Lindberg_110,,,,,,-2.484546171987672,1.0,true,Pinj_bus_117
QinjMeas,Lindberg_110,,,,,,1.0599131829287776,1.0,true,Qinj_bus_117
VmMeas,Birkberg_20,,,,,,0.9557284398131073,0.005,true,Vm_bus_118
PinjMeas,Birkberg_20,,,,,,-0.15447483400558035,1.0,true,Pinj_bus_118
QinjMeas,Birkberg_20,,,,,,0.034016464038594214,1.0,true,Qinj_bus_118
VmMeas,Birkfeld_20,,,,,,0.9298350677320675,0.005,true,Vm_bus_119
PinjMeas,Birkfeld_20,,,,,,-3.2579845323613466,1.0,true,Pinj_bus_119
QinjMeas,Birkfeld_20,,,,,,0.032437365422967046,1.0,true,Qinj_bus_119
VmMeas,Eichdorf_20,,,,,,0.9083781345490641,0.005,true,Vm_bus_120
PinjMeas,Eichdorf_20,,,,,,4.817326587021084,1.0,true,Pinj_bus_120
QinjMeas,Eichdorf_20,,,,,,0.8734993960603935,1.0,true,Qinj_bus_120
VmMeas,Falktal_20,,,,,,0.8764514346560783,0.005,true,Vm_bus_121
PinjMeas,Falktal_20,,,,,,-2.8864834183559145,1.0,true,Pinj_bus_121
QinjMeas,Falktal_20,,,,,,-1.1709470230761079,1.0,true,Qinj_bus_121
VmMeas,Bornsee_20,,,,,,0.8440552041639602,0.005,true,Vm_bus_122
PinjMeas,Bornsee_20,,,,,,-0.6354695242440348,1.0,true,Pinj_bus_122
QinjMeas,Bornsee_20,,,,,,-0.1966846168695705,1.0,true,Qinj_bus_122
VmMeas,Holthof_20,,,,,,0.8302012763115005,0.005,true,Vm_bus_123
PinjMeas,Holthof_20,,,,,,-2.7480803806700713,1.0,true,Pinj_bus_123
QinjMeas,Holthof_20,,,,,,-0.13996702301393615,1.0,true,Qinj_bus_123
VmMeas,Rosseck_20,,,,,,0.8196763419816185,0.005,true,Vm_bus_124
PinjMeas,Rosseck_20,,,,,,-1.0369154187644658,1.0,true,Pinj_bus_124
QinjMeas,Rosseck_20,,,,,,-0.23543286929102097,1.0,true,Qinj_bus_124
VmMeas,Sandkamp_20,,,,,,0.8062896221989079,0.005,true,Vm_bus_125
PinjMeas,Sandkamp_20,,,,,,-1.3303409347543593,1.0,true,Pinj_bus_125
QinjMeas,Sandkamp_20,,,,,,-0.35713999513647054,1.0,true,Qinj_bus_125
VmMeas,Altmoor_20,,,,,,0.8048228874935456,0.005,true,Vm_bus_126
PinjMeas,Altmoor_20,,,,,,3.886421344138985,1.0,true,Pinj_bus_126
QinjMeas,Altmoor_20,,,,,,-0.0856523247137505,1.0,true,Qinj_bus_126
VmMeas,Neuloh_20,,,,,,0.7842421698056945,0.005,true,Vm_bus_127
PinjMeas,Neuloh_20,,,,,,-2.7940554105640425,1.0,true,Pinj_bus_127
QinjMeas,Neuloh_20,,,,,,-1.1130996295922135,1.0,true,Qinj_bus_127
VmMeas,Oberried_20,,,,,,0.7935380578214285,0.005,true,Vm_bus_128
PinjMeas,Oberried_20,,,,,,-0.44951905746747095,1.0,true,Pinj_bus_128
QinjMeas,Oberried_20,,,,,,1.5953098638328314,1.0,true,Qinj_bus_128
VmMeas,Ostwik_20,,,,,,0.7912013821306608,0.005,true,Vm_bus_129
PinjMeas,Ostwik_20,,,,,,-2.620135168825652,1.0,true,Pinj_bus_129
QinjMeas,Ostwik_20,,,,,,-1.69005587876216,1.0,true,Qinj_bus_129
VmMeas,Westbrok_20,,,,,,0.9304274671447968,0.005,true,Vm_bus_130
PinjMeas,Westbrok_20,,,,,,0.7284652295355316,1.0,true,Pinj_bus_130
QinjMeas,Westbrok_20,,,,,,0.1675516496584002,1.0,true,Qinj_bus_130
VmMeas,Nordau_20,,,,,,0.9024745550747778,0.005,true,Vm_bus_131
PinjMeas,Nordau_20,,,,,,-2.6531372659349315,1.0,true,Pinj_bus_131
QinjMeas,Nordau_20,,,,,,-1.1337334690527425,1.0,true,Qinj_bus_131
VmMeas,Waldbach_20,,,,,,0.8771552084889896,0.005,true,Vm_bus_132
PinjMeas,Waldbach_20,,,,,,4.294255048049727,1.0,true,Pinj_bus_132
QinjMeas,Waldbach_20,,,,,,0.6524969223375732,1.0,true,Qinj_bus_132
VmMeas,Steinberg_20,,,,,,0.8449316854065978,0.005,true,Vm_bus_133
PinjMeas,Steinberg_20,,,,,,-2.5262935713849424,1.0,true,Pinj_bus_133
QinjMeas,Steinberg_20,,,,,,0.5808104715673785,1.0,true,Qinj_bus_133
VmMeas,Lindfeld_20,,,,,,0.8248028822486351,0.005,true,Vm_bus_134
PinjMeas,Lindfeld_20,,,,,,-1.3230083126064731,1.0,true,Pinj_bus_134
QinjMeas,Lindfeld_20,,,,,,1.6342830984484233,1.0,true,Qinj_bus_134
VmMeas,Birkdorf_20,,,,,,0.8102964126147869,0.005,true,Vm_bus_135
PinjMeas,Birkdorf_20,,,,,,-3.5910844788850045,1.0,true,Pinj_bus_135
QinjMeas,Birkdorf_20,,,,,,0.08818474699059675,1.0,true,Qinj_bus_135
VmMeas,Eichtal_20,,,,,,0.8044723460417055,0.005,true,Vm_bus_136
PinjMeas,Eichtal_20,,,,,,-0.7691639287580068,1.0,true,Pinj_bus_136
QinjMeas,Eichtal_20,,,,,,-0.1707512053524588,1.0,true,Qinj_bus_136
VmMeas,Falksee_20,,,,,,0.7939308408148724,0.005,true,Vm_bus_137
PinjMeas,Falksee_20,,,,,,-1.4172019278762327,1.0,true,Pinj_bus_137
QinjMeas,Falksee_20,,,,,,-1.3162336919711475,1.0,true,Qinj_bus_137
VmMeas,Bornhof_20,,,,,,0.9305084088575973,0.005,true,Vm_bus_138
PinjMeas,Bornhof_20,,,,,,2.4990011296153707,1.0,true,Pinj_bus_138
QinjMeas,Bornhof_20,,,,,,2.0910831802631225,1.0,true,Qinj_bus_138
VmMeas,Holteck_20,,,,,,0.8984408881532064,0.005,true,Vm_bus_139
PinjMeas,Holteck_20,,,,,,-3.697251575268788,1.0,true,Pinj_bus_139
QinjMeas,Holteck_20,,,,,,-0.3860643790156687,1.0,true,Qinj_bus_139
VmMeas,Rosskamp_20,,,,,,0.8814614371527698,0.005,true,Vm_bus_140
PinjMeas,Rosskamp_20,,,,,,-0.43723609929599994,1.0,true,Pinj_bus_140
QinjMeas,Rosskamp_20,,,,,,-0.05271763404589616,1.0,true,Qinj_bus_140
VmMeas,Sandheim_20,,,,,,0.843825685409935,0.005,true,Vm_bus_141
PinjMeas,Sandheim_20,,,,,,-2.2341305001194773,1.0,true,Pinj_bus_141
QinjMeas,Sandheim_20,,,,,,-0.231451896453358,1.0,true,Qinj_bus_141
VmMeas,Altloh_20,,,,,,0.830385910373059,0.005,true,Vm_bus_142
PinjMeas,Altloh_20,,,,,,-1.5470196923453923,1.0,true,Pinj_bus_142
QinjMeas,Altloh_20,,,,,,0.24614867550768443,1.0,true,Qinj_bus_142
VmMeas,Neuried_20,,,,,,0.8176264813236465,0.005,true,Vm_bus_143
PinjMeas,Neuried_20,,,,,,-2.7192075749257962,1.0,true,Pinj_bus_143
QinjMeas,Neuried_20,,,,,,-0.27853825610958227,1.0,true,Qinj_bus_143
VmMeas,Oberwik_20,,,,,,0.8015349148913575,0.005,true,Vm_bus_144
PinjMeas,Oberwik_20,,,,,,0.8075129530817722,1.0,true,Pinj_bus_144
QinjMeas,Oberwik_20,,,,,,-1.0748213244733649,1.0,true,Qinj_bus_144
VmMeas,Ostbrok_110,,,,,,1.0047760350448578,0.005,true,Vm_bus_145
PinjMeas,Ostbrok_110,,,,,,0.6579120914852953,1.0,true,Pinj_bus_145
QinjMeas,Ostbrok_110,,,,,,0.15700380880843315,1.0,true,Qinj_bus_145
VmMeas,Westau_110,,,,,,0.9801788224202569,0.005,true,Vm_bus_146
PinjMeas,Westau_110,,,,,,1.4455464131858586,1.0,true,Pinj_bus_146
QinjMeas,Westau_110,,,,,,0.6934994913214174,1.0,true,Qinj_bus_146
VmMeas,Nordbach_110,,,,,,0.9638389221060095,0.005,true,Vm_bus_147
PinjMeas,Nordbach_110,,,,,,0.23562691490533227,1.0,true,Pinj_bus_147
QinjMeas,Nordbach_110,,,,,,1.161220220029186,1.0,true,Qinj_bus_147
VmMeas,Waldberg_110,,,,,,0.9849793904919654,0.005,true,Vm_bus_148
PinjMeas,Waldberg_110,,,,,,1.6728730419538962,1.0,true,Pinj_bus_148
QinjMeas,Waldberg_110,,,,,,-0.4029041667637261,1.0,true,Qinj_bus_148
VmMeas,Steinfeld_110,,,,,,1.0023735043894517,0.005,true,Vm_bus_149
PinjMeas,Steinfeld_110,,,,,,15.823177608262576,1.0,true,Pinj_bus_149
QinjMeas,Steinfeld_110,,,,,,1.4625778314956381,1.0,true,Qinj_bus_149
VmMeas,Linddorf_110,,,,,,1.0072464224047193,0.005,true,Vm_bus_150
PinjMeas,Linddorf_110,,,,,,-1.4832120461691252,1.0,true,Pinj_bus_150
QinjMeas,Linddorf_110,,,,,,0.23017991101561336,1.0,true,Qinj_bus_150
VmMeas,Birktal_110,,,,,,1.0069075149645281,0.005,true,Vm_bus_151
PinjMeas,Birktal_110,,,,,,-20.10566447620313,1.0,true,Pinj_bus_151
QinjMeas,Birktal_110,,,,,,-4.836511109370104,1.0,true,Qinj_bus_151
VmMeas,Sandberg_110,,,,,,1.0126106352037967,0.005,true,Vm_bus_152
PinjMeas,Sandberg_110,,,,,,0.6367969174663132,1.0,true,Pinj_bus_152
QinjMeas,Sandberg_110,,,,,,-0.9297356580770125,1.0,true,Qinj_bus_152
VmMeas,Eichsee_110,,,,,,0.9737248680430415,0.005,true,Vm_bus_153
PinjMeas,Eichsee_110,,,,,,-16.434110226717912,1.0,true,Pinj_bus_153
QinjMeas,Eichsee_110,,,,,,-6.825098732209302,1.0,true,Qinj_bus_153
VmMeas,Falkhof_110,,,,,,0.9833604881323291,0.005,true,Vm_bus_154
PinjMeas,Falkhof_110,,,,,,-0.4691425560198896,1.0,true,Pinj_bus_154
QinjMeas,Falkhof_110,,,,,,-0.7489527814764669,1.0,true,Qinj_bus_154
VmMeas,Borneck_110,,,,,,0.9858671666524149,0.005,true,Vm_bus_155
PinjMeas,Borneck_110,,,,,,1.8263935485771596,1.0,true,Pinj_bus_155
QinjMeas,Borneck_110,,,,,,0.5613502055951476,1.0,true,Qinj_bus_155
VmMeas,Holtkamp_110,,,,,,0.9900538596893278,0.005,true,Vm_bus_156
PinjMeas,Holtkamp_110,,,,,,1.0423056342281753,1.0,true,Pinj_bus_156
QinjMeas,Holtkamp_110,,,,,,-1.4272026232281447,1.0,true,Qinj_bus_156
VmMeas,Rossheim_110,,,,,,0.985881817719773,0.005,true,Vm_bus_157
PinjMeas,Rossheim_110,,,,,,-10.52090609114531,1.0,true,Pinj_bus_157
QinjMeas,Rossheim_110,,,,,,-3.8612559947591647,1.0,true,Qinj_bus_157
VmMeas,Sandmoor_110,,,,,,0.9773447581489741,0.005,true,Vm_bus_158
PinjMeas,Sandmoor_110,,,,,,1.670516209314863,1.0,true,Pinj_bus_158
QinjMeas,Sandmoor_110,,,,,,0.3358524883484216,1.0,true,Qinj_bus_158
VmMeas,Altried_110,,,,,,0.9805197286938562,0.005,true,Vm_bus_159
PinjMeas,Altried_110,,,,,,-0.40015048860030505,1.0,true,Pinj_bus_159
QinjMeas,Altried_110,,,,,,0.8957744956053258,1.0,true,Qinj_bus_159
VmMeas,Neuwik_110,,,,,,0.9574117957723954,0.005,true,Vm_bus_160
PinjMeas,Neuwik_110,,,,,,-11.18943221348998,1.0,true,Pinj_bus_160
QinjMeas,Neuwik_110,,,,,,-2.025548153820602,1.0,true,Qinj_bus_160
VmMeas,Oberbrok_110,,,,,,0.9606981553215287,0.005,true,Vm_bus_161
PinjMeas,Oberbrok_110,,,,,,-0.769009405233102,1.0,true,Pinj_bus_161
QinjMeas,Oberbrok_110,,,,,,-0.25407407254889336,1.0,true,Qinj_bus_161
VmMeas,Ostau_110,,,,,,0.9776982081002078,0.005,true,Vm_bus_162
PinjMeas,Ostau_110,,,,,,-2.475109659812332,1.0,true,Pinj_bus_162
QinjMeas,Ostau_110,,,,,,-0.07386316705514515,1.0,true,Qinj_bus_162
VmMeas,Nordbach_20,,,,,,0.9527442357785717,0.005,true,Vm_bus_163
PinjMeas,Nordbach_20,,,,,,-0.7958081175218708,1.0,true,Pinj_bus_163
QinjMeas,Nordbach_20,,,,,,1.5113672400023472,1.0,true,Qinj_bus_163
VmMeas,Westbach_20,,,,,,0.9225544268432985,0.005,true,Vm_bus_164
PinjMeas,Westbach_20,,,,,,-2.711595486906692,1.0,true,Pinj_bus_164
QinjMeas,Westbach_20,,,,,,-1.1606928808105805,1.0,true,Qinj_bus_164
VmMeas,Nordberg_20,,,,,,0.9060702392532705,0.005,true,Vm_bus_165
PinjMeas,Nordberg_20,,,,,,5.017236661099995,1.0,true,Pinj_bus_165
QinjMeas,Nordberg_20,,,,,,0.7313698106805602,1.0,true,Qinj_bus_165
VmMeas,Waldfeld_20,,,,,,0.8677373534322682,0.005,true,Vm_bus_166
PinjMeas,Waldfeld_20,,,,,,-3.214476466906423,1.0,true,Pinj_bus_166
QinjMeas,Waldfeld_20,,,,,,-0.6836126962671119,1.0,true,Qinj_bus_166
VmMeas,Steindorf_20,,,,,,0.8569234647755597,0.005,true,Vm_bus_167
PinjMeas,Steindorf_20,,,,,,-1.768142193857778,1.0,true,Pinj_bus_167
QinjMeas,Steindorf_20,,,,,,0.3012173841208118,1.0,true,Qinj_bus_167
VmMeas,Lindtal_20,,,,,,0.8317607786434346,0.005,true,Vm_bus_168
PinjMeas,Lindtal_20,,,,,,-2.910283254636288,1.0,true,Pinj_bus_168
QinjMeas,Lindtal_20,,,,,,-0.3160055174493475,1.0,true,Qinj_bus_168
VmMeas,Birksee_20,,,,,,0.8241537361676055,0.005,true,Vm_bus_169
PinjMeas,Birksee_20,,,,,,0.5794712959183725,1.0,true,Pinj_bus_169
QinjMeas,Birksee_20,,,,,,1.1858833996929725,1.0,true,Qinj_bus_169
VmMeas,Eichhof_20,,,,,,0.8087570117835821,0.005,true,Vm_bus_170
PinjMeas,Eichhof_20,,,,,,-2.664757889862176,1.0,true,Pinj_bus_170
QinjMeas,Eichhof_20,,,,,,-0.29743380256756546,1.0,true,Qinj_bus_170
VmMeas,Falkeck_20,,,,,,0.8026086620435142,0.005,true,Vm_bus_171
PinjMeas,Falkeck_20,,,,,,3.8823920654162913,1.0,true,Pinj_bus_171
QinjMeas,Falkeck_20,,,,,,0.5806967753771222,1.0,true,Qinj_bus_171
VmMeas,Bornkamp_20,,,,,,0.7934520437447793,0.005,true,Vm_bus_172
PinjMeas,Bornkamp_20,,,,,,-2.079854675497811,1.0,true,Pinj_bus_172
QinjMeas,Bornkamp_20,,,,,,-0.17355784711495492,1.0,true,Qinj_bus_172
VmMeas,Holtheim_20,,,,,,0.7808794118719463,0.005,true,Vm_bus_173
PinjMeas,Holtheim_20,,,,,,-2.6663467473078364,1.0,true,Pinj_bus_173
QinjMeas,Holtheim_20,,,,,,1.0289719131986466,1.0,true,Qinj_bus_173
VmMeas,Rossmoor_20,,,,,,0.7741786208256659,0.005,true,Vm_bus_174
PinjMeas,Rossmoor_20,,,,,,-2.746176788736485,1.0,true,Pinj_bus_174
QinjMeas,Rossmoor_20,,,,,,-2.1475091150043175,1.0,true,Qinj_bus_174
VmMeas,Sandloh_20,,,,,,0.9290163266117702,0.005,true,Vm_bus_175
PinjMeas,Sandloh_20,,,,,,-0.2445214634389096,1.0,true,Pinj_bus_175
QinjMeas,Sandloh_20,,,,,,-1.1054910257561747,1.0,true,Qinj_bus_175
VmMeas,Altwik_20,,,,,,0.8974566418613377,0.005,true,Vm_bus_176
PinjMeas,Altwik_20,,,,,,-2.877702574123698,1.0,true,Pinj_bus_176
QinjMeas,Altwik_20,,,,,,-0.36200023999283576,1.0,true,Qinj_bus_176
VmMeas,Neubrok_20,,,,,,0.8816930435876037,0.005,true,Vm_bus_177
PinjMeas,Neubrok_20,,,,,,3.447375193877451,1.0,true,Pinj_bus_177
QinjMeas,Neubrok_20,,,,,,0.04465770191779478,1.0,true,Qinj_bus_177
VmMeas,Oberau_20,,,,,,0.8370370101828478,0.005,true,Vm_bus_178
PinjMeas,Oberau_20,,,,,,-2.916475651706906,1.0,true,Pinj_bus_178
QinjMeas,Oberau_20,,,,,,0.28283468286895386,1.0,true,Qinj_bus_178
VmMeas,Ostbach_20,,,,,,0.8316943161393021,0.005,true,Vm_bus_179
PinjMeas,Ostbach_20,,,,,,0.41274139919122543,1.0,true,Pinj_bus_179
QinjMeas,Ostbach_20,,,,,,-2.0589857745020868,1.0,true,Qinj_bus_179
VmMeas,Westberg_20,,,,,,0.8075598149335106,0.005,true,Vm_bus_180
PinjMeas,Westberg_20,,,,,,-2.9495639578698607,1.0,true,Pinj_bus_180
QinjMeas,Westberg_20,,,,,,-1.1465689240186185,1.0,true,Qinj_bus_180
VmMeas,Nordfeld_20,,,,,,0.8055387056920924,0.005,true,Vm_bus_181
PinjMeas,Nordfeld_20,,,,,,-0.4178205424663236,1.0,true,Pinj_bus_181
QinjMeas,Nordfeld_20,,,,,,-0.626259159435763,1.0,true,Qinj_bus_181
VmMeas,Walddorf_20,,,,,,0.7893197414020516,0.005,true,Vm_bus_182
PinjMeas,Walddorf_20,,,,,,-2.5594556854049095,1.0,true,Pinj_bus_182
QinjMeas,Walddorf_20,,,,,,1.2989117144218831,1.0,true,Qinj_bus_182
VmMeas,Steintal_20,,,,,,0.9185620375905619,0.005,true,Vm_bus_183
PinjMeas,Steintal_20,,,,,,0.3070176179653829,1.0,true,Pinj_bus_183
QinjMeas,Steintal_20,,,,,,-0.016916899142386504,1.0,true,Qinj_bus_183
VmMeas,Lindsee_20,,,,,,0.9031534062996742,0.005,true,Vm_bus_184
PinjMeas,Lindsee_20,,,,,,-1.8185842509410248,1.0,true,Pinj_bus_184
QinjMeas,Lindsee_20,,,,,,-0.4552286788404911,1.0,true,Qinj_bus_184
VmMeas,Birkhof_20,,,,,,0.8775941550641806,0.005,true,Vm_bus_185
PinjMeas,Birkhof_20,,,,,,-0.7127042785946556,1.0,true,Pinj_bus_185
QinjMeas,Birkhof_20,,,,,,-0.03401951308850533,1.0,true,Qinj_bus_185
VmMeas,Eicheck_20,,,,,,0.8439206578300207,0.005,true,Vm_bus_186
PinjMeas,Eicheck_20,,,,,,-0.9430548259771794,1.0,true,Pinj_bus_186
QinjMeas,Eicheck_20,,,,,,-1.082713791393262,1.0,true,Qinj_bus_186
VmMeas,Falkkamp_20,,,,,,0.8362346626970794,0.005,true,Vm_bus_187
PinjMeas,Falkkamp_20,,,,,,-2.480012532364017,1.0,true,Pinj_bus_187
QinjMeas,Falkkamp_20,,,,,,-0.8081784948096707,1.0,true,Qinj_bus_187
VmMeas,Bornheim_20,,,,,,0.807763746070057,0.005,true,Vm_bus_188
PinjMeas,Bornheim_20,,,,,,-2.349334600893888,1.0,true,Pinj_bus_188
QinjMeas,Bornheim_20,,,,,,-0.7005593650730101,1.0,true,Qinj_bus_188
